Treatment Plant,Date,Virus,Normalised Viral Load (gc/person/day),7-day Median Viral Load (gc/person/day),Rt estimate,Estimate lower bound,Estimate upper bound
Switzerland,2023-05-18,IAV-M,85804.6855284553,58619.2763021604,0.994667020894309,0.783831110772358,1.22453001357724
Switzerland,2023-05-19,IAV-M,488126.56,77558.6299512195,0.996928569569106,0.787474477219512,1.22661701788618
Switzerland,2023-05-20,IAV-M,69312.5743739837,77558.6299512195,0.998978116829268,0.790258560325203,1.22622198
Switzerland,2023-05-21,IAV-M,0,77558.6299512195,1.00076558110569,0.792483032699187,1.22827814552846
Switzerland,2023-05-22,IAV-M,302365.187242268,185838.880808126,1.00223843093496,0.793152492487805,1.23261214772358
Switzerland,2023-05-23,IAV-M,0,69312.5743739837,1.00334174118699,0.793517567447155,1.23382013682927
Switzerland,2023-05-24,IAV-M,NA,179503.079756098,1.00401866505691,0.794773324268293,1.23860048186992
Switzerland,2023-05-25,IAV-M,363785.783414634,179503.079756098,1.00422149902439,0.795019988227642,1.23657447504065
Switzerland,2023-05-26,IAV-M,NA,179503.079756098,1.00395824252033,0.798127299910569,1.23800830097561
Switzerland,2023-05-27,IAV-M,179503.079756098,261120.213479675,1.00331099186992,0.801393688504065,1.23572851349593
Switzerland,2023-05-28,IAV-M,29606.5111788618,261120.213479675,1.00237676693496,0.799351106097561,1.23476044674797
Switzerland,2023-05-29,IAV-M,657951.938325203,179503.079756098,1.00125079573984,0.79401331402439,1.23218762544715
Switzerland,2023-05-30,IAV-M,261120.213479675,179503.079756098,1.0000253377561,0.791402403756097,1.22928268065041
Switzerland,2023-05-31,IAV-M,NA,70550.7012682927,0.998790603837398,0.789817001829268,1.22715595154472
Switzerland,2023-06-01,IAV-M,54988.4339512195,241527.689512195,0.997621372276423,0.78635106599187,1.22232656560976
Switzerland,2023-06-02,IAV-M,NA,70550.7012682927,0.996529369528455,0.781345003747968,1.22067830349593
Switzerland,2023-06-03,IAV-M,70550.7012682927,66925.4463414634,0.995491231081301,0.784894035349593,1.22017291715447
Switzerland,2023-06-04,IAV-M,241527.689512195,66925.4463414634,0.994477476455284,0.784857074260163,1.21909927422764
Switzerland,2023-06-05,IAV-M,30521.181185567,70550.7012682927,0.993456583105691,0.779697002268293,1.2223873198374
Switzerland,2023-06-06,IAV-M,66925.4463414634,70550.7012682927,0.992394155447154,0.775843765577236,1.22076773105691
Switzerland,2023-06-07,IAV-M,NA,171281.421560976,0.99125353,0.775049573650406,1.22368831056911
Switzerland,2023-06-08,IAV-M,171281.421560976,171281.421560976,0.990010715837398,0.773815598902439,1.2231249702439
Switzerland,2023-06-09,IAV-M,NA,223139.671219512,0.988691517772358,0.773220243609756,1.22298920471545
Switzerland,2023-06-10,IAV-M,395574.040130081,223139.671219512,0.987311182390244,0.771613555552845,1.22444793463415
Switzerland,2023-06-11,IAV-M,223139.671219512,223139.671219512,0.985878405414634,0.771348523520325,1.22515723926829
Switzerland,2023-06-12,IAV-M,367853.091886179,223139.671219512,0.984399566162602,0.768015458504065,1.22815913845528
Switzerland,2023-06-13,IAV-M,18061.3784552846,223139.671219512,0.982877631203252,0.762024478406504,1.22839137723577
Switzerland,2023-06-14,IAV-M,NA,223139.671219512,0.981312747495935,0.757752824,1.22594009195122
Switzerland,2023-06-15,IAV-M,103382.835154472,135779.810422764,0.979698927520325,0.754853774780488,1.22517198902439
Switzerland,2023-06-16,IAV-M,NA,116665.830585366,0.978022375382114,0.753236870113821,1.22432089609756
Switzerland,2023-06-17,IAV-M,251342.410487805,135779.810422764,0.97630797195122,0.753537674674797,1.21807518406504
Switzerland,2023-06-18,IAV-M,135779.810422764,135779.810422764,0.97459085398374,0.751743212796748,1.21600101073171
Switzerland,2023-06-19,IAV-M,116665.830585366,153977.460926829,0.972903697268293,0.751218931747967,1.21622734097561
Switzerland,2023-06-20,IAV-M,172175.111430894,153977.460926829,0.971276276325203,0.748455672195122,1.21824509845528
Switzerland,2023-06-21,IAV-M,NA,135779.810422764,0.969735915626016,0.747253108455285,1.21291039926829
Switzerland,2023-06-22,IAV-M,NA,144420.47100813,0.968310842455284,0.746051466528455,1.21204061674797
Switzerland,2023-06-23,IAV-M,NA,172175.111430894,0.967033350658537,0.746616679886179,1.21082501341463
Switzerland,2023-06-24,IAV-M,NA,NA,0.965921586081301,0.750016744471545,1.21035587552846
Switzerland,2023-06-25,IAV-M,NA,NA,0.964988662422764,0.749408977520325,1.20739555560976
Switzerland,2023-06-26,IAV-M,NA,NA,0.964244940585366,0.74750488995935,1.20480244674797
Switzerland,2023-06-27,IAV-M,NA,NA,0.963697320520325,0.744741970065041,1.20506038317073
Switzerland,2023-06-28,IAV-M,NA,NA,0.96335041198374,0.740550227455284,1.20665310739837
Switzerland,2023-06-29,IAV-M,NA,NA,0.963205346829268,0.741784297317073,1.20287683560976
Switzerland,2023-06-30,IAV-M,NA,NA,0.963254105284553,0.742079785300813,1.19977711252033
Switzerland,2023-07-01,IAV-M,NA,NA,0.963492046081301,0.742781221723577,1.19791451406504
Switzerland,2023-07-02,IAV-M,NA,NA,0.963914305073171,0.740937381382114,1.19623078170732
Switzerland,2023-07-03,IAV-M,NA,NA,0.96451319495935,0.739494300227642,1.19782344373984
Switzerland,2023-07-04,IAV-M,NA,NA,0.965277100796748,0.739884320918699,1.20201368284553
Switzerland,2023-07-05,IAV-M,NA,NA,0.966191125739837,0.74065198802439,1.20682167308943
Switzerland,2023-07-06,IAV-M,NA,NA,0.967245130439024,0.738581866861789,1.20795912089431
Switzerland,2023-07-07,IAV-M,NA,12420.4958629569,0.968451074373984,0.741050291495935,1.2096926697561
Switzerland,2023-07-08,IAV-M,NA,6210.24793147847,0.969826351886179,0.743603130707317,1.21379472552846
Switzerland,2023-07-09,IAV-M,NA,12420.4958629569,0.971387831146342,0.747405150609756,1.21792919804878
Switzerland,2023-07-10,IAV-M,12420.4958629569,98937.1126806003,0.97314966499187,0.744610433121951,1.21970065390244
Switzerland,2023-07-11,IAV-M,0,12420.4958629569,0.975123042341463,0.745509600382114,1.21981521178862
Switzerland,2023-07-12,IAV-M,189921.914853833,6210.24793147847,0.977316099780488,0.748355470065041,1.2225181195122
Switzerland,2023-07-13,IAV-M,185453.729498244,12420.4958629569,0.979733446699187,0.746449874146341,1.22681657520325
Switzerland,2023-07-14,IAV-M,0,0,0.982370731382114,0.747773092796748,1.22925709317073
Switzerland,2023-07-15,IAV-M,0,49863.5241667625,0.985236065609756,0.753724185731707,1.23155619845528
Switzerland,2023-07-16,IAV-M,270852.544641709,49863.5241667625,0.988339726097561,0.754462518780488,1.23494468560976
Switzerland,2023-07-17,IAV-M,0,49863.5241667625,0.991689393837398,0.759430113934959,1.23886184878049
Switzerland,2023-07-18,IAV-M,49863.5241667625,168788.664749547,0.995289687723577,0.762952587235772,1.24398802357724
Switzerland,2023-07-19,IAV-M,2886998.38802974,168788.664749547,1.00018095341237,0.760506089754252,1.25891562154264
Switzerland,2023-07-20,IAV-M,202030.245041239,83267.2086168931,0.982907412845192,0.728903977725883,1.25269530132961
Switzerland,2023-07-21,IAV-M,168788.664749547,168788.664749547,0.986234171951037,0.73450640337441,1.25520288842902
Switzerland,2023-07-22,IAV-M,18992.765309299,202030.245041239,0.989792299705706,0.742327081959246,1.25772326411207
Switzerland,2023-07-23,IAV-M,83267.2086168931,202030.245041239,0.993534717408045,0.749907089050322,1.26109049147024
Switzerland,2023-07-24,IAV-M,4925956.64659679,168788.664749547,0.997411935755138,0.754694585128029,1.26214349049663
Switzerland,2023-07-25,IAV-M,313343.395905257,118196.122621668,1.00137123044337,0.760388698710058,1.26534232779008
Switzerland,2023-07-26,IAV-M,30968833.6636206,118196.122621668,1.00535830465369,0.768186514973842,1.268624462327
Switzerland,2023-07-27,IAV-M,0,118196.122621668,1.01034148162217,0.772872848494331,1.27698937437766
Switzerland,2023-07-28,IAV-M,118196.122621668,63964.1993441556,1.01418636875865,0.778628012416344,1.27865845429791
Switzerland,2023-07-29,IAV-M,22485.0235774765,63964.1993441556,1.01786875251811,0.783544798161051,1.27828523033497
Switzerland,2023-07-30,IAV-M,14077.110027901,22485.0235774765,1.02132372470585,0.788142126035327,1.2790657944026
Switzerland,2023-07-31,IAV-M,63964.1993441556,63964.1993441556,1.02448443479515,0.792953695375591,1.2834524153899
Switzerland,2023-08-01,IAV-M,74862.7759006969,24098.3700250475,1.02728207878092,0.793192912630078,1.28842492331821
Switzerland,2023-08-02,IAV-M,0,63964.1993441556,1.02964643448808,0.794113401714325,1.29263223617379
Switzerland,2023-08-03,IAV-M,91054.5944370732,63964.1993441556,1.03151017230142,0.793448313057833,1.29910831612904
Switzerland,2023-08-04,IAV-M,24098.3700250475,68620.4337609623,1.03283154725197,0.793317605218922,1.30036735237353
Switzerland,2023-08-05,IAV-M,68620.4337609623,68620.4337609623,1.03361781235801,0.793348487744968,1.30657824369838
Switzerland,2023-08-06,IAV-M,16242.9175734006,91054.5944370732,1.03388708236315,0.792826781080503,1.31054810015841
Switzerland,2023-08-07,IAV-M,313588.405316,68620.4337609623,1.03365620527588,0.793017927314133,1.31119284111278
Switzerland,2023-08-08,IAV-M,123730.265956341,68620.4337609623,1.04413557240989,0.805081914994644,1.31832842178907
Switzerland,2023-08-09,IAV-M,396291.145344017,123730.265956341,1.04329553351345,0.800136158952292,1.31550139351415
Switzerland,2023-08-10,IAV-M,0,201847.887847269,1.02920229171595,0.804929229928089,1.27718250540047
Switzerland,2023-08-11,IAV-M,0,201847.887847269,1.03760835350841,0.826333180318063,1.27351296434665
Switzerland,2023-08-12,IAV-M,351643.1929499,201847.887847269,1.03557773926886,0.824128798933662,1.27160430564486
Switzerland,2023-08-13,IAV-M,201847.887847269,201847.887847269,1.03350467732044,0.822222099256307,1.27106128273287
Switzerland,2023-08-14,IAV-M,208149.785321947,201847.887847269,1.03142958371158,0.818986892691548,1.27050457522366
Switzerland,2023-08-15,IAV-M,78052.2410785716,201847.887847269,1.02104970936805,0.813343812486635,1.23453632342998
Switzerland,2023-08-16,IAV-M,402534.731408135,102970.811308649,1.02660520608162,0.826145634170944,1.23120207547044
Switzerland,2023-08-17,IAV-M,0,102970.811308649,1.02689222021885,0.827521133845949,1.22790289783752
Switzerland,2023-08-18,IAV-M,80195.6900663126,80195.6900663126,1.02722136692382,0.830997598160831,1.22611358294885
Switzerland,2023-08-19,IAV-M,102970.811308649,80195.6900663126,1.02759205630759,0.831996789060284,1.22492277593949
Switzerland,2023-08-20,IAV-M,146827.748994749,80195.6900663126,1.02271243869887,0.822719948521406,1.2191019270816
Switzerland,2023-08-21,IAV-M,12610.3871144736,80195.6900663126,1.02341198246923,0.826733989901352,1.21658457996796
Switzerland,2023-08-22,IAV-M,74796.073447296,74796.073447296,1.04517190372176,0.845618506028503,1.23305414749615
Switzerland,2023-08-23,IAV-M,175984.787970364,69425.4834443055,1.03059069845856,0.824123295648174,1.22485263327004
Switzerland,2023-08-24,IAV-M,0,64281.1309738947,1.03194933839425,0.829329042711036,1.22312881779467
Switzerland,2023-08-25,IAV-M,69425.4834443055,69425.4834443055,1.03255288605307,0.832541887681134,1.22164396689772
Switzerland,2023-08-26,IAV-M,0,64281.1309738947,1.03319869842994,0.837176420766614,1.22083109593164
Switzerland,2023-08-27,IAV-M,64281.1309738947,0,1.03388988267867,0.840411301794419,1.22090376804036
Switzerland,2023-08-28,IAV-M,380163.048731516,32050.3148590511,1.03462983215008,0.844185393516504,1.22133870806296
Switzerland,2023-08-29,IAV-M,0,0,1.06377538490816,0.870935767366719,1.26457788405476
Switzerland,2023-08-30,IAV-M,0,0,1.08209681604633,0.884189449178088,1.28977392866203
Switzerland,2023-08-31,IAV-M,32050.3148590511,0,1.08782768696914,0.886633800216994,1.29946720622037
Switzerland,2023-09-01,IAV-M,0,0,1.08815460352601,0.877888804265341,1.30424448900468
Switzerland,2023-09-02,IAV-M,0,32050.3148590511,1.08825422504203,0.880170091053495,1.30227007787925
Switzerland,2023-09-03,IAV-M,186770.694793521,32050.3148590511,1.0883584670264,0.883047645044124,1.29976266785692
Switzerland,2023-09-04,IAV-M,300587.616749608,0,1.08846807896192,0.886628030476806,1.29655524154863
Switzerland,2023-09-05,IAV-M,171477.428411847,67250.8023829888,1.08858625051904,0.890138729615099,1.29488455649563
Switzerland,2023-09-06,IAV-M,0,147294.12537313,1.08871673550935,0.892653328865138,1.29323382997744
Switzerland,2023-09-07,IAV-M,0,67250.8023829888,1.08886302506011,0.895941486707518,1.29120518321878
Switzerland,2023-09-08,IAV-M,67250.8023829888,67250.8023829888,1.08902836568443,0.898415100720654,1.28906965949262
Switzerland,2023-09-09,IAV-M,147294.12537313,67250.8023829888,1.08921557858287,0.90156738676016,1.28792663017651
Switzerland,2023-09-10,IAV-M,0,89443.590128825,1.08942866710573,0.905142761363206,1.28594860588975
Switzerland,2023-09-11,IAV-M,89443.590128825,89443.590128825,1.0896753479533,0.908603088742542,1.28330980969258
Switzerland,2023-09-12,IAV-M,286476.890927856,89443.590128825,1.08226156186949,0.889640136620472,1.28047538190174
Switzerland,2023-09-13,IAV-M,186033.790423492,89443.590128825,1.08847126670564,0.887487314888185,1.29229236511311
Switzerland,2023-09-14,IAV-M,0,89443.590128825,1.08798597507449,0.88603675795668,1.29094795348108
Switzerland,2023-09-15,IAV-M,14946.8809125139,72880.2592445028,1.08826696776287,0.888441011554484,1.28786557278185
Switzerland,2023-09-16,IAV-M,191924.652929519,72880.2592445028,1.0885899455941,0.891612635595706,1.2861808702176
Switzerland,2023-09-17,IAV-M,0,14946.8809125139,1.08896438166302,0.895185961297482,1.28412873934804
Switzerland,2023-09-18,IAV-M,72880.2592445028,72880.2592445028,1.08939828984971,0.897641304559226,1.28235319659103
Switzerland,2023-09-19,IAV-M,341671.484618053,191924.652929519,1.08989349642526,0.901592669251786,1.28064309827689
Switzerland,2023-09-20,IAV-M,0,150757.418898598,1.09044993773057,0.904912960643788,1.27776582990377
Switzerland,2023-09-21,IAV-M,880852.956047984,150757.418898598,1.09106732811834,0.907080724606591,1.27774363350181
Switzerland,2023-09-22,IAV-M,256268.575435529,150757.418898598,1.09174498331027,0.909806346096664,1.27679034936618
Switzerland,2023-09-23,IAV-M,150757.418898598,36043.0258991099,1.09248208666085,0.91203515749969,1.2756601467984
Switzerland,2023-09-24,IAV-M,0,36043.0258991099,1.09327737277424,0.914519662648315,1.27424763555512
Switzerland,2023-09-25,IAV-M,36043.0258991099,36043.0258991099,1.09412825617309,0.917804873423517,1.27318685990583
Switzerland,2023-09-26,IAV-M,0,36043.0258991099,1.10620848317776,0.91533498123283,1.31103599859698
Switzerland,2023-09-27,IAV-M,0,0,1.11666920494869,0.91516507878979,1.33644843197118
Switzerland,2023-09-28,IAV-M,324414.637575788,36043.0258991099,1.11687632827681,0.918016600798669,1.33551810277206
Switzerland,2023-09-29,IAV-M,65029.8938240145,62237.9408081325,1.1171324729186,0.920057485794243,1.33488346138527
Switzerland,2023-09-30,IAV-M,0,65029.8938240145,1.11744870380625,0.921548403316522,1.33377798757612
Switzerland,2023-10-01,IAV-M,198779.477161714,78894.5833905725,1.11783715961486,0.923934995519596,1.33254471413028
Switzerland,2023-10-02,IAV-M,62237.9408081325,78894.5833905725,1.11802239475559,0.924401785309892,1.33122347198668
Switzerland,2023-10-03,IAV-M,78894.5833905725,78894.5833905725,1.12217556022179,0.923278296126241,1.33332901023744
Switzerland,2023-10-04,IAV-M,182332.052378507,182332.052378507,1.12253022412523,0.925945964276871,1.33085464765247
Switzerland,2023-10-05,IAV-M,578439.78349783,182332.052378507,1.12296058912891,0.929237999802648,1.32877017925069
Switzerland,2023-10-06,IAV-M,70394.3483545609,187603.515470012,1.12347186302204,0.933458374842578,1.32708106915
Switzerland,2023-10-07,IAV-M,217029.878693829,187603.515470012,1.12406894938625,0.937402842556829,1.32524973448313
Switzerland,2023-10-08,IAV-M,256729.54977334,216488.877436172,1.12475547787741,0.941226785583599,1.32251976557756
Switzerland,2023-10-09,IAV-M,187603.515470012,203203.559751914,1.12552837363015,0.945659650142038,1.31914526190183
Switzerland,2023-10-10,IAV-M,91584.9294817193,203203.559751914,1.12637717738501,0.949532725259912,1.31626753530425
Switzerland,2023-10-11,IAV-M,216488.877436172,187603.515470012,1.13440904639785,0.930726504133009,1.34087062752419
Switzerland,2023-10-12,IAV-M,203203.559751914,187603.515470012,1.13470004193512,0.932827102492173,1.33995217967362
Switzerland,2023-10-13,IAV-M,123848.358783065,203203.559751914,1.1350858908477,0.935397979152781,1.33878969385564
Switzerland,2023-10-14,IAV-M,15963.6591962342,203203.559751914,1.13559587776104,0.939812005586255,1.33693206764048
Switzerland,2023-10-15,IAV-M,253672.864103767,123848.358783065,1.13624643730418,0.944237563837545,1.33606808617019
Switzerland,2023-10-16,IAV-M,298728.552569513,110276.569750654,1.13704565833123,0.948482579664834,1.33370596198295
Switzerland,2023-10-17,IAV-M,0,78879.9086273458,1.14997259546427,0.954810899411106,1.36093911192505
Switzerland,2023-10-18,IAV-M,110276.569750654,110276.569750654,1.15073567174297,0.958640606497115,1.35938665033871
Switzerland,2023-10-19,IAV-M,78879.9086273458,110276.569750654,1.15164363100146,0.962560914037564,1.35887967754593
Switzerland,2023-10-20,IAV-M,13423.9535916746,78879.9086273458,1.15268866944026,0.968362943702148,1.35765845966676
Switzerland,2023-10-21,IAV-M,458623.473669188,110276.569750654,1.15385070528191,0.973283232100656,1.35438597036048
Switzerland,2023-10-22,IAV-M,385500.409323426,78879.9086273458,1.15510653178217,0.979273220460352,1.35323300136572
Switzerland,2023-10-23,IAV-M,0,121186.479245366,1.15643285196384,0.984335280619927,1.35053843515437
Switzerland,2023-10-24,IAV-M,121186.479245366,121186.479245366,1.15780636973884,0.990721424637773,1.34739899289757
Switzerland,2023-10-25,IAV-M,0,121186.479245366,1.1592038150808,0.996529237646673,1.34502509571591
Switzerland,2023-10-26,IAV-M,364948.55319687,121186.479245366,1.16060111434151,1.00217886801988,1.34416230069183
Switzerland,2023-10-27,IAV-M,97837.9482371721,121186.479245366,1.16196956874491,1.00720297253074,1.34327046215669
Switzerland,2023-10-28,IAV-M,363735.614789066,284606.021597806,1.16327911121626,1.01079941153354,1.34248139763007
Switzerland,2023-10-29,IAV-M,284606.021597806,286327.275839704,1.16450423594857,1.0147074766963,1.34107338747911
Switzerland,2023-10-30,IAV-M,32720.6020422922,284606.021597806,1.16563694840156,1.01701370977892,1.33935335813512
Switzerland,2023-10-31,IAV-M,733327.805124753,286327.275839704,1.16667295825583,1.02034918506067,1.33715886245644
Switzerland,2023-11-01,IAV-M,286327.275839704,286327.275839704,1.16760556039823,1.02268049758048,1.33692399060442
Switzerland,2023-11-02,IAV-M,138255.64752207,427470.484948204,1.16842172201087,1.02486057406406,1.33717471524105
Switzerland,2023-11-03,IAV-M,480011.176607022,427470.484948204,1.16910692405575,1.02742381594613,1.33584030692573
Switzerland,2023-11-04,IAV-M,841434.182222411,427470.484948204,1.1696508043504,1.02967796512473,1.3343037569063
Switzerland,2023-11-05,IAV-M,427470.484948204,427470.484948204,1.17006103199765,1.03171196766063,1.33492357781177
Switzerland,2023-11-06,IAV-M,375703.98437892,480011.176607022,1.17035013354293,1.03376321361265,1.33558514181058
Switzerland,2023-11-07,IAV-M,916714.385607146,841434.182222411,1.1705316074849,1.03530219551995,1.33288876897417
Switzerland,2023-11-08,IAV-M,214096.614825965,791209.184943143,1.17062248989022,1.03816223169835,1.33214803265331
Switzerland,2023-11-09,IAV-M,1004267.24824221,791209.184943143,1.17064053813332,1.04052373371965,1.33008238079552
Switzerland,2023-11-10,IAV-M,1372779.89651411,916714.385607146,1.17060311545672,1.04202321988431,1.32719465336195
Switzerland,2023-11-11,IAV-M,791209.184943143,1004267.24824221,1.17052660426493,1.04410375398837,1.32346846803454
Switzerland,2023-11-12,IAV-M,477734.909019158,1209349.41007005,1.17042660015861,1.04573477205182,1.31934055981117
Switzerland,2023-11-13,IAV-M,1293146.35269814,1209349.41007005,1.1703135517029,1.04643046057349,1.31647595619598
Switzerland,2023-11-14,IAV-M,1990009.4566275,1146511.32546689,1.17017764807922,1.04730781241473,1.31383442449666
Switzerland,2023-11-15,IAV-M,1209349.41007005,1146511.32546689,1.17000459192376,1.0487566032901,1.31130914904333
Switzerland,2023-11-16,IAV-M,748776.184671217,1209349.41007005,1.16978190776877,1.04951984095121,1.30892909453613
Switzerland,2023-11-17,IAV-M,1146511.32546689,1146511.32546689,1.16950511385254,1.0501967332745,1.30768039868378
Switzerland,2023-11-18,IAV-M,857507.030685968,1146511.32546689,1.16917159063062,1.05105271124492,1.3064132799202
Switzerland,2023-11-19,IAV-M,1488848.27710514,1146511.32546689,1.16878097612345,1.05043354301437,1.30737584742024
Switzerland,2023-11-20,IAV-M,871265.26980756,1146511.32546689,1.16834274890469,1.05128850181607,1.30671624024384
Switzerland,2023-11-21,IAV-M,2380979.21985806,1488848.27710514,1.16786855399636,1.05223344551303,1.30401001398387
Switzerland,2023-11-22,IAV-M,1832838.55716545,1488848.27710514,1.16737207227342,1.0526353181446,1.30098358500339
Switzerland,2023-11-23,IAV-M,688718.870851182,1560455.30441163,1.16687128870083,1.05357921998755,1.29999804646104
Switzerland,2023-11-24,IAV-M,1780069.07762883,1560455.30441163,1.16638506007926,1.05414557718073,1.29824431986944
Switzerland,2023-11-25,IAV-M,1370573.77105543,1560455.30441163,1.16592698579611,1.05517942260401,1.29672361678745
Switzerland,2023-11-26,IAV-M,1560455.30441163,1440516.46653772,1.16548960432725,1.05575329682979,1.29465826323435
Switzerland,2023-11-27,IAV-M,1063607.45812409,1560455.30441163,1.16505951989871,1.05626322085479,1.29173750099945
Switzerland,2023-11-28,IAV-M,3738578.38287705,1560455.30441163,1.16462259669713,1.0569739522188,1.28988657211056
Switzerland,2023-11-29,IAV-M,1440516.46653772,1560455.30441163,1.16416772415052,1.05800664889493,1.28772479233677
Switzerland,2023-11-30,IAV-M,2424746.59369095,2424746.59369095,1.16368495656163,1.05826644702465,1.28529988413359
Switzerland,2023-12-01,IAV-M,2937194.24360737,2937194.24360737,1.16316602781889,1.05857397989179,1.28479681601972
Switzerland,2023-12-02,IAV-M,1457183.210814,2937194.24360737,1.1626084697604,1.05902513222599,1.28382327500333
Switzerland,2023-12-03,IAV-M,3716808.81900315,2937194.24360737,1.16201110464806,1.05935704103686,1.28066717232976
Switzerland,2023-12-04,IAV-M,5319814.82405858,2937194.24360737,1.16137181876445,1.05948409360201,1.27914969207696
Switzerland,2023-12-05,IAV-M,5346597.87585231,3716808.81900315,1.16068184848422,1.05931104667003,1.27628967301786
Switzerland,2023-12-06,IAV-M,974517.090656534,4756234.63808821,1.15993077483481,1.05913767312784,1.27406807886307
Switzerland,2023-12-07,IAV-M,1979207.68413396,4928178.26937701,1.15910966878215,1.05882611307354,1.27252034255089
Switzerland,2023-12-08,IAV-M,4928178.26937701,4928178.26937701,1.15821532491601,1.0590642963308,1.27013103325313
Switzerland,2023-12-09,IAV-M,4756234.63808821,4928178.26937701,1.15724624923581,1.05869347935694,1.26862119432204
Switzerland,2023-12-10,IAV-M,6890804.54516149,4928178.26937701,1.1561964851477,1.05923479900366,1.26602680538668
Switzerland,2023-12-11,IAV-M,9306547.65106698,6703357.94344227,1.15504875405368,1.05958767269205,1.26404411743709
Switzerland,2023-12-12,IAV-M,12280256.9470575,6703357.94344227,1.15378262059396,1.05896446668997,1.26242249256915
Switzerland,2023-12-13,IAV-M,2431252.89061976,6703357.94344227,1.1523819776624,1.05812445761589,1.26053964724191
Switzerland,2023-12-14,IAV-M,6703357.94344227,6689364.26536503,1.15085311800555,1.05703440004738,1.25894487185857
Switzerland,2023-12-15,IAV-M,6279195.8183361,6689364.26536503,1.14920800532523,1.05519497764497,1.25604513634309
Switzerland,2023-12-16,IAV-M,6352158.52674876,6689364.26536503,1.14746152017053,1.05365573681045,1.2526230424524
Switzerland,2023-12-17,IAV-M,6689364.26536503,6703357.94344227,1.14563519932227,1.05157604466476,1.2496303585115
Switzerland,2023-12-18,IAV-M,6758742.18043923,6758742.18043923,1.14375228231133,1.04910863015021,1.24730897415524
Switzerland,2023-12-19,IAV-M,7366472.53652057,7366472.53652057,1.14183082116314,1.04700920275158,1.24445991893691
Switzerland,2023-12-20,IAV-M,10011576.2519338,8745258.29394002,1.13986293263267,1.04612829017813,1.24122380739555
Switzerland,2023-12-21,IAV-M,9368612.45348679,9368612.45348679,1.13783443837775,1.04423031112372,1.23846969854549
Switzerland,2023-12-22,IAV-M,10867083.708095,10011576.2519338,1.13573455489472,1.04297520797341,1.23612798921806
Switzerland,2023-12-23,IAV-M,8745258.29394002,10011576.2519338,1.13356466423396,1.04259438267928,1.23350691220228
Switzerland,2023-12-24,IAV-M,19513228.7250551,9368612.45348679,1.13132917443932,1.04208944715083,1.23046810015177
Switzerland,2023-12-25,IAV-M,13412777.1544514,10774693.7204,1.12903467702538,1.04071845110287,1.22741890412246
Switzerland,2023-12-26,IAV-M,7481296.16658883,8745258.29394002,1.1266988762414,1.03895130780417,1.22462464557975
Switzerland,2023-12-27,IAV-M,7181710.58790608,10774693.7204,1.12434178525932,1.03758948388225,1.22297409665422
Switzerland,2023-12-28,IAV-M,10774693.7204,10774693.7204,1.12198133639238,1.03557350288618,1.21944643829408
Switzerland,2023-12-29,IAV-M,7609374.77355168,10774693.7204,1.11963045708044,1.03361887724724,1.21627022113295
Switzerland,2023-12-30,IAV-M,13684999.0207405,11812374.8926256,1.11730074804316,1.03148265911219,1.21479127710088
Switzerland,2023-12-31,IAV-M,16391934.8536621,11812374.8926256,1.11500225830001,1.02866766191792,1.21114957134686
Switzerland,2024-01-01,IAV-M,11812374.8926256,13684999.0207405,1.11273996154853,1.02666204170343,1.20870549800692
Switzerland,2024-01-02,IAV-M,25601418.4956575,16391934.8536621,1.11051716804981,1.02342853615025,1.20616329855183
Switzerland,2024-01-03,IAV-M,7664455.92952723,16464837.5848164,1.10832915788123,1.02097670886927,1.20427173146939
Switzerland,2024-01-04,IAV-M,16464837.5848164,16464837.5848164,1.10614421519001,1.01784652838085,1.20259364351826
Switzerland,2024-01-05,IAV-M,25840930.224186,16464837.5848164,1.1039239382364,1.01601486672329,1.19990969634608
Switzerland,2024-01-06,IAV-M,16698601.0721778,15052262.507121,1.10163384547579,1.01466691664994,1.19632911036806
Switzerland,2024-01-07,IAV-M,15052262.507121,15266859.3198935,1.09925324714041,1.01383440695092,1.19332995136483
Switzerland,2024-01-08,IAV-M,12470630.9845318,15052262.507121,1.09676504951831,1.01158066599157,1.19000959565134
Switzerland,2024-01-09,IAV-M,11485694.7004128,15052262.507121,1.09414367063179,1.00917574253729,1.18603011357663
Switzerland,2024-01-10,IAV-M,15266859.3198935,15052262.507121,1.0913367231036,1.00639439853993,1.18346948802847
Switzerland,2024-01-11,IAV-M,13181377.6972428,15266859.3198935,1.08828483095881,1.00277197649793,1.18016775756875
Switzerland,2024-01-12,IAV-M,20543609.2523973,20543609.2523973,1.0849194215811,0.999927246855564,1.17701068346965
Switzerland,2024-01-13,IAV-M,21931269.3256809,21931269.3256809,1.08113609515588,0.997172784808428,1.172437329679
Switzerland,2024-01-14,IAV-M,26885868.4613643,21931269.3256809,1.07682182432124,0.992836496336068,1.1684178242911
Switzerland,2024-01-15,IAV-M,22904146.2505675,22904146.2505675,1.07188535915602,0.987990606577725,1.16299871875888
Switzerland,2024-01-16,IAV-M,30038065.8632983,22904146.2505675,1.06631809127316,0.982224286026188,1.15706753622401
Switzerland,2024-01-17,IAV-M,18831015.6676664,26885868.4613643,1.06013170391235,0.974821453575593,1.15017008164795
Switzerland,2024-01-18,IAV-M,31448620.3296019,30038065.8632983,1.0533473795737,0.969154743018816,1.14360033036889
